index, timestamp, x, y, z, qx, qy, qz, qw
105, 0.00000000, -43.15058700, 77.19564000, 36.16047200, -0.00002300, 0.00007900, 0.88176700, 0.47168500
106, 0.00000000, -49.56156200, 74.61266500, 34.91155300, 0.00001600, -0.00010000, 0.90251800, 0.43065300
107, 0.00000000, -59.95032500, 68.72059200, 35.37615600, 0.00009900, -0.00024000, 0.96159600, 0.27447000
109, 0.00000000, -79.80924000, 63.87594300, 35.68941800, 0.00001800, -0.00016900, -0.99117600, 0.13255200
110, 0.00000000, -71.89008600, 67.58931700, 35.79928200, -0.00008200, -0.00015100, -0.72628100, 0.68739800
111, 0.00000000, -75.90807500, 53.37642600, 35.97284400, -0.00004900, -0.00003100, 0.18609300, 0.98253200
112, 0.00000000, -90.15523400, 60.78811600, 35.46165900, -0.00015000, -0.00006300, 0.21710700, 0.97614800
113, 0.00000000, -92.88344100, 51.25465300, 35.08794000, 0.00000100, -0.00007300, -0.08567400, 0.99632300
114, 0.00000000, -86.05161900, 37.92948400, 34.78865100, 0.00019600, 0.00000100, -0.79075700, 0.61213100
115, 0.00000000, -78.64808000, 25.92193300, 34.58001900, 0.00018000, 0.00006300, -0.78942100, 0.61385300
116, 0.00000000, -67.80341500, 29.21394800, 36.00799900, 0.00003600, 0.00002100, -0.53871200, 0.84249000
117, 0.00000000, -73.42263100, 19.68481000, 34.47714300, 0.00018400, 0.00013200, -0.99623600, 0.08668300
119, 0.00000000, -68.04436500, 14.81684500, 34.48290400, 0.00011400, 0.00002900, -1.00000000, 0.00067500
120, 0.00000000, -60.32509600, 1.87657900, 34.20609700, -0.00018300, -0.00009600, 0.91413200, 0.40541600
121, 0.00000000, -52.51257600, -7.06764400, 34.02188200, -0.00026300, -0.00010000, 0.72631200, 0.68736500
122, 0.00000000, -44.18576500, -19.29581800, 33.95740700, 0.00018500, -0.00003700, -0.81457400, 0.58006000
123, 0.00000000, -35.79895800, -16.30147700, 33.78233400, 0.00014000, -0.00010900, -0.55001200, 0.83515700
124, 0.00000000, -30.99884900, -32.81603900, 33.50647500, -0.00025500, -0.00010500, 0.82395300, 0.56665800
125, 0.00000000, -22.87919800, -50.96467100, 32.59168500, -0.00027800, -0.00017700, 0.79517900, 0.60637400
126, 0.00000000, -15.64258500, -65.86058800, 31.87985100, 0.00020100, -0.00005700, -0.46124800, 0.88727100
128, 0.00000000, -10.12141300, -78.29111200, 31.29097900, -0.00013000, -0.00018000, 0.82299000, 0.56805600
129, 0.00000000, -10.85982800, -96.91168100, 30.50451500, 0.00022000, 0.00004800, -0.78042400, 0.62525100
130, 0.00000000, 29.87999500, -16.10810100, 34.12023100, 0.00019600, -0.00000600, -0.99020700, 0.13960400
131, 0.00000000, 18.73850200, -11.58627200, 34.14033600, 0.00017300, 0.00012300, -0.98284100, 0.18445200
132, 0.00000000, 4.89620900, 0.71926800, 34.26629700, 0.00016500, -0.00000200, -0.70587500, 0.70833600
133, 0.00000000, -8.75494200, 10.74615600, 34.36042700, 0.00010700, 0.00003900, -0.61079200, 0.79179100
134, 0.00000000, -24.55301200, 20.07243800, 34.97586300, -0.00014600, -0.00012900, 0.77081200, 0.63706200
135, 0.00000000, -35.82857600, 28.20758500, 35.61407200, 0.00004500, 0.00005900, 0.18914400, 0.98194900
136, 0.00000000, -49.41214900, 26.19990400, 35.90449800, -0.00007300, -0.00002300, 0.07347500, 0.99729700
137, 0.00000000, -56.53024600, 16.81737100, 35.71944900, -0.00002700, -0.00020600, 0.30182600, 0.95336300
138, 0.00000000, -50.09545300, 6.99454400, 34.93553500, -0.00035200, -0.00006300, 0.99955600, 0.02979800
139, 0.00000000, -42.01507100, 40.39455100, 38.08067500, 0.00023800, 0.00005100, -0.77503600, 0.63191800
140, 0.00000000, -27.39117100, 28.85273300, 37.83132800, -0.00017900, -0.00016600, 0.88328500, 0.46883700
141, 0.00000000, -12.48051100, 18.65952400, 36.43999200, -0.00004400, -0.00024200, 0.74563600, 0.66635400
142, 0.00000000, 83.58303600, 11.83710100, 37.19922200, -0.00013400, 0.00010100, 0.98190800, 0.18935800
143, 0.00000000, 112.64425900, 11.74983000, 40.04987500, 0.00009700, -0.00000300, 0.85085200, 0.52540500
144, 0.00000000, 120.90895000, 17.58954800, 41.03421500, 0.00008700, 0.00006400, 0.91871500, 0.39492200
145, 0.00000000, 128.28680300, 10.04919800, 42.11971700, -0.00010800, -0.00008100, -0.71662200, 0.69746200
146, 0.00000000, 109.49437300, 21.29062100, 40.97330100, 0.00012800, -0.00007600, 0.57909200, 0.81526200
147, 0.00000000, 99.41285100, 20.51030100, 42.10101000, 0.00012000, -0.00010300, 0.17056900, 0.98534600
148, 0.00000000, 110.44716800, 32.38133000, 41.76026000, -0.00010100, -0.00006200, -0.99982100, 0.01889500
149, 0.00000000, 126.60222500, 26.40846600, 41.75200600, 0.00006600, 0.00013900, 0.87101700, 0.49125300
150, 0.00000000, 127.98018000, 53.83896300, 42.18851900, -0.00004900, 0.00005900, 0.69024100, 0.72357900
92, 0.00000000, 70.48372900, 44.57053100, 37.54607700, -0.00003000, -0.00000500, 0.48786200, 0.87292100
